,Bat1,Runs,BF,SR,4s,6s,Opposition,Ground,Batsman
8060,103,103.0,118.0,87.28,11.0,1.0,India,Rajkot,Quinton de Kock 
8061,43,43.0,35.0,122.85,6.0,1.0,India,Chennai,Quinton de Kock 
8062,109.0,109.0,87.0,125.28,17.0,1.0,India,Mumbai,Quinton de Kock 
8063,138*,138.0,96.0,143.75,12.0,6.0,England,Bloemfontein,Quinton de Kock 
8064,22,22.0,33.0,66.66,4.0,0.0,England,Port Elizabeth,Quinton de Kock 
8065,135.0,135.0,117.0,115.38,16.0,4.0,England,Centurion,Quinton de Kock 
8066,27,27.0,42.0,64.28,4.0,0.0,England,Johannesburg,Quinton de Kock 
8067,4,4.0,17.0,23.52,1.0,0.0,England,Cape Town,Quinton de Kock 
8068,30.0,30.0,34.0,88.23,6.0,0.0,West Indies,Providence,Quinton de Kock 
8069,18,18.0,23.0,78.26,2.0,1.0,Australia,Providence,Quinton de Kock 
8070,19,19.0,29.0,65.51,3.0,0.0,Australia,Basseterre,Quinton de Kock 
8071,71,71.0,103.0,68.93,6.0,0.0,West Indies,Basseterre,Quinton de Kock 
8072,5*,5.0,5.0,100.0,1.0,0.0,Australia,Bridgetown,Quinton de Kock 
8073,6,6.0,6.0,100.0,1.0,0.0,West Indies,Bridgetown,Quinton de Kock 
8075,178,178.0,113.0,157.52,16.0,11.0,Australia,Centurion,Quinton de Kock 
8076,22,22.0,24.0,91.66,2.0,0.0,Australia,Johannesburg,Quinton de Kock 
8077,70.0,70.0,49.0,142.85,6.0,2.0,Australia,Durban,Quinton de Kock 
8078,18,18.0,14.0,128.57,3.0,0.0,Australia,Port Elizabeth,Quinton de Kock 
8079,12,12.0,18.0,66.66,0.0,0.0,Australia,Cape Town,Quinton de Kock 
8080,34,34.0,40.0,85.0,4.0,0.0,Sri Lanka,Port Elizabeth,Quinton de Kock 
8081,17,17.0,22.0,77.27,2.0,0.0,Sri Lanka,Durban,Quinton de Kock 
8082,8,8.0,11.0,72.72,1.0,0.0,Sri Lanka,Johannesburg,Quinton de Kock 
8083,55.0,55.0,46.0,119.56,7.0,2.0,Sri Lanka,Cape Town,Quinton de Kock 
8084,109.0,109.0,87.0,125.28,16.0,0.0,Sri Lanka,Centurion,Quinton de Kock 
8085,69,69.0,64.0,107.81,9.0,1.0,New Zealand,Hamilton,Quinton de Kock 
8086,57,57.0,65.0,87.69,6.0,0.0,New Zealand,Christchurch,Quinton de Kock 
8087,68.0,68.0,70.0,97.14,6.0,2.0,New Zealand,Wellington,Quinton de Kock 
8088,0.0,0.0,1.0,0.0,0.0,0.0,New Zealand,Hamilton,Quinton de Kock 
8089,6,6.0,10.0,60.0,1.0,0.0,New Zealand,Auckland,Quinton de Kock 
8090,5.0,5.0,13.0,38.46,0.0,0.0,England,Leeds,Quinton de Kock 
8091,98.0,98.0,103.0,95.14,11.0,0.0,England,Southampton,Quinton de Kock 
8092,34,34.0,39.0,87.17,4.0,0.0,England,Lord's,Quinton de Kock 
8093,23,23.0,42.0,54.76,2.0,0.0,Sri Lanka,The Oval,Quinton de Kock 
8094,33,33.0,49.0,67.34,2.0,0.0,Pakistan,Birmingham,Quinton de Kock 
8095,53,53.0,72.0,73.61,4.0,0.0,India,The Oval,Quinton de Kock 
8096,168*,168.0,145.0,115.86,21.0,2.0,Bangladesh,Kimberley,Quinton de Kock 
8097,46.0,46.0,61.0,75.4,1.0,0.0,Bangladesh,Paarl,Quinton de Kock 
8098,73,73.0,68.0,107.35,9.0,1.0,Bangladesh,East London,Quinton de Kock 
8099,34,34.0,49.0,69.38,4.0,0.0,India,Durban,Quinton de Kock 
8100,20.0,20.0,36.0,55.55,2.0,0.0,India,Centurion,Quinton de Kock 
8101,47,47.0,59.0,79.66,4.0,1.0,Sri Lanka,Dambulla,Quinton de Kock 
8102,87,87.0,78.0,111.53,13.0,1.0,Sri Lanka,Dambulla,Quinton de Kock 
8103,2,2.0,8.0,25.0,0.0,0.0,Sri Lanka,Pallekele,Quinton de Kock 
8104,23,23.0,13.0,176.92,3.0,1.0,Sri Lanka,Pallekele,Quinton de Kock 
8105,54.0,54.0,57.0,94.73,7.0,1.0,Sri Lanka,Colombo (RPS),Quinton de Kock 
8106,47,47.0,40.0,117.5,7.0,0.0,Australia,Perth,Quinton de Kock 
8107,9,9.0,12.0,75.0,1.0,0.0,Australia,Adelaide,Quinton de Kock 
8108,4,4.0,7.0,57.14,0.0,0.0,Australia,Hobart,Quinton de Kock 
8109,33,33.0,36.0,91.66,4.0,0.0,Pakistan,Centurion,Quinton de Kock 
8110,0.0,0.0,7.0,0.0,0.0,0.0,Pakistan,Johannesburg,Quinton de Kock 
8111,83,83.0,58.0,143.1,11.0,3.0,Pakistan,Cape Town,Quinton de Kock 
8112,81,81.0,72.0,112.5,11.0,0.0,Sri Lanka,Johannesburg,Quinton de Kock 
8113,94,94.0,70.0,134.28,17.0,1.0,Sri Lanka,Centurion,Quinton de Kock 
8114,121,121.0,108.0,112.03,16.0,2.0,Sri Lanka,Durban,Quinton de Kock 
8115,51,51.0,57.0,89.47,6.0,0.0,Sri Lanka,Port Elizabeth,Quinton de Kock 
8116,6,6.0,14.0,42.85,1.0,0.0,Sri Lanka,Cape Town,Quinton de Kock 
8121,9,9.0,23.0,39.13,1.0,0.0,India,Dhaka,Rahmat Shah
8131,71,71.0,93.0,76.34,2.0,3.0,Bangladesh,Dhaka,Rahmat Shah
8132,0.0,0.0,2.0,0.0,0.0,0.0,Bangladesh,Dhaka,Rahmat Shah
8133,36.0,36.0,73.0,49.31,1.0,0.0,Bangladesh,Dhaka,Rahmat Shah
8144,17,17.0,51.0,33.33,1.0,0.0,West Indies,Gros Islet,Rahmat Shah
8145,1,1.0,6.0,16.66,0.0,0.0,West Indies,Gros Islet,Rahmat Shah
8146,-1,0.0,0.0,0.0,0.0,0.0,West Indies,Gros Islet,Rahmat Shah
8158,68.0,68.0,109.0,62.38,5.0,1.0,West Indies,Harare,Rahmat Shah
8161,51,51.0,78.0,65.38,4.0,0.0,West Indies,Harare,Rahmat Shah
8165,72.0,72.0,90.0,80.0,5.0,0.0,Sri Lanka,Abu Dhabi,Rahmat Shah
8166,10.0,10.0,17.0,58.82,1.0,0.0,Bangladesh,Abu Dhabi,Rahmat Shah
8167,36.0,36.0,51.0,70.58,2.0,0.0,Pakistan,Abu Dhabi,Rahmat Shah
8168,1,1.0,9.0,11.11,0.0,0.0,Bangladesh,Abu Dhabi,Rahmat Shah
8169,3,3.0,4.0,75.0,0.0,0.0,India,Dubai (DSC),Rahmat Shah
8190,7,7.0,5.0,140.0,1.0,0.0,Bangladesh,Dhaka,Rashid Khan 
8191,5.0,5.0,14.0,35.71,0.0,0.0,Bangladesh,Dhaka,Rashid Khan 
8192,17,17.0,22.0,77.27,3.0,0.0,Bangladesh,Dhaka,Rashid Khan 
8203,-1,0.0,0.0,0.0,0.0,0.0,West Indies,Gros Islet,Rashid Khan 
8204,7,7.0,12.0,58.33,0.0,1.0,West Indies,Gros Islet,Rashid Khan 
8205,-1,0.0,0.0,0.0,0.0,0.0,West Indies,Gros Islet,Rashid Khan 
8217,13*,13.0,11.0,118.18,1.0,0.0,West Indies,Harare,Rashid Khan 
8220,-1,0.0,0.0,0.0,0.0,0.0,West Indies,Harare,Rashid Khan 
8224,13,13.0,6.0,216.66,2.0,0.0,Sri Lanka,Abu Dhabi,Rashid Khan 
8225,57*,57.0,32.0,178.12,8.0,1.0,Bangladesh,Abu Dhabi,Rashid Khan 
8226,-1,0.0,0.0,0.0,0.0,0.0,Pakistan,Abu Dhabi,Rashid Khan 
8227,5.0,5.0,4.0,125.0,0.0,0.0,Bangladesh,Abu Dhabi,Rashid Khan 
8228,12*,12.0,19.0,63.15,0.0,0.0,India,Dubai (DSC),Rashid Khan 
8235,93,93.0,101.0,92.07,6.0,3.0,Pakistan,Port Elizabeth,Rassie van der Dussen
8236,80*,80.0,123.0,65.04,9.0,0.0,Pakistan,Durban,Rassie van der Dussen
8237,-1,0.0,0.0,0.0,0.0,0.0,Pakistan,Centurion,Rassie van der Dussen
8238,18,18.0,31.0,58.06,1.0,0.0,Pakistan,Johannesburg,Rassie van der Dussen
8239,50*,50.0,61.0,81.96,0.0,3.0,Pakistan,Cape Town,Rassie van der Dussen
8240,32*,32.0,43.0,74.41,2.0,0.0,Sri Lanka,Johannesburg,Rassie van der Dussen
8241,2,2.0,4.0,50.0,0.0,0.0,Sri Lanka,Centurion,Rassie van der Dussen
8242,50.0,50.0,67.0,74.62,3.0,0.0,Sri Lanka,Durban,Rassie van der Dussen
8243,28*,28.0,37.0,75.67,2.0,0.0,Sri Lanka,Cape Town,Rassie van der Dussen
8244,60*,60.0,77.0,77.92,5.0,0.0,Sri Lanka,Colombo (RPS),Ravindra Jadeja
8245,0.0,0.0,1.0,0.0,0.0,0.0,West Indies,Kingston,Ravindra Jadeja
8246,7,7.0,12.0,58.33,1.0,0.0,West Indies,Kingston,Ravindra Jadeja
8247,5.0,5.0,13.0,38.46,0.0,0.0,Australia,Vadodara,Ravindra Jadeja
8248,-1,0.0,0.0,0.0,0.0,0.0,Australia,Nagpur,Ravindra Jadeja
8249,-1,0.0,0.0,0.0,0.0,0.0,Australia,Delhi,Ravindra Jadeja
8250,7,7.0,21.0,33.33,1.0,0.0,Australia,Mohali,Ravindra Jadeja
8251,23,23.0,17.0,135.29,3.0,0.0,Australia,Hyderabad (Deccan),Ravindra Jadeja
8252,57,57.0,103.0,55.33,6.0,0.0,Australia,Guwahati,Ravindra Jadeja
8253,30*,30.0,17.0,176.47,1.0,2.0,Sri Lanka,Rajkot,Ravindra Jadeja
8254,12*,12.0,6.0,200.0,2.0,0.0,Sri Lanka,Nagpur,Ravindra Jadeja
8255,-1,0.0,0.0,0.0,0.0,0.0,Sri Lanka,Cuttack,Ravindra Jadeja
8256,-1,0.0,0.0,0.0,0.0,0.0,Sri Lanka,Kolkata,Ravindra Jadeja
8257,-1,0.0,0.0,0.0,0.0,0.0,Sri Lanka,Delhi,Ravindra Jadeja
8258,39,39.0,34.0,114.7,3.0,1.0,Sri Lanka,Dhaka,Ravindra Jadeja
8259,-1,0.0,0.0,0.0,0.0,0.0,Bangladesh,Dhaka,Ravindra Jadeja
8260,-1,0.0,0.0,0.0,0.0,0.0,Sri Lanka,Dhaka,Ravindra Jadeja
8261,-1,0.0,0.0,0.0,0.0,0.0,Bangladesh,Dhaka,Ravindra Jadeja
8262,38,38.0,64.0,59.37,0.0,0.0,Sri Lanka,Dhaka,Ravindra Jadeja
8263,22,22.0,20.0,110.0,1.0,0.0,South Africa,Jaipur,Ravindra Jadeja
8264,-1,0.0,0.0,0.0,0.0,0.0,South Africa,Gwalior,Ravindra Jadeja
8265,36.0,36.0,35.0,102.85,2.0,1.0,South Africa,Ahmedabad,Ravindra Jadeja
8267,-1,0.0,0.0,0.0,0.0,0.0,Sri Lanka,Bulawayo,Ravindra Jadeja
8269,19,19.0,26.0,73.07,0.0,1.0,Sri Lanka,Harare,Ravindra Jadeja
8270,-1,0.0,0.0,0.0,0.0,0.0,Bangladesh,Dambulla,Ravindra Jadeja
8271,6,6.0,9.0,66.66,0.0,0.0,Pakistan,Dambulla,Ravindra Jadeja
8272,0.0,0.0,1.0,0.0,0.0,0.0,Sri Lanka,Dambulla,Ravindra Jadeja
8273,25*,25.0,27.0,92.59,1.0,0.0,Sri Lanka,Dambulla,Ravindra Jadeja
8274,20.0,20.0,44.0,45.45,2.0,0.0,New Zealand,Dambulla,Ravindra Jadeja
8275,-1,0.0,0.0,0.0,0.0,0.0,Sri Lanka,Dambulla,Ravindra Jadeja
8276,0.0,0.0,9.0,0.0,0.0,0.0,Sri Lanka,Dambulla,Ravindra Jadeja
8277,17,17.0,26.0,65.38,3.0,0.0,New Zealand,Dambulla,Ravindra Jadeja
8278,-1,0.0,0.0,0.0,0.0,0.0,New Zealand,Vadodara,Ravindra Jadeja
8279,78.0,78.0,89.0,87.64,10.0,0.0,England,The Oval,Ravindra Jadeja
8280,0*,0.0,0.0,0.0,0.0,0.0,England,Lord's,Ravindra Jadeja
8281,0.0,0.0,1.0,0.0,0.0,0.0,England,Cardiff,Ravindra Jadeja
8282,27,27.0,22.0,122.72,1.0,2.0,England,Hyderabad (Deccan),Ravindra Jadeja
8283,-1,0.0,0.0,0.0,0.0,0.0,England,Delhi,Ravindra Jadeja
8284,26*,26.0,24.0,108.33,2.0,0.0,England,Mohali,Ravindra Jadeja
8285,-1,0.0,0.0,0.0,0.0,0.0,England,Mumbai,Ravindra Jadeja
8286,21,21.0,21.0,100.0,2.0,0.0,England,Kolkata,Ravindra Jadeja
8287,38,38.0,62.0,61.29,3.0,0.0,West Indies,Cuttack,Ravindra Jadeja
8288,9*,9.0,8.0,112.5,1.0,0.0,West Indies,Visakhapatnam,Ravindra Jadeja
8289,11,11.0,16.0,68.75,2.0,0.0,West Indies,Ahmedabad,Ravindra Jadeja
8290,10.0,10.0,10.0,100.0,0.0,0.0,West Indies,Indore,Ravindra Jadeja
8291,-1,0.0,0.0,0.0,0.0,0.0,West Indies,Chennai,Ravindra Jadeja
8292,19,19.0,25.0,76.0,0.0,0.0,Australia,Melbourne,Ravindra Jadeja
8293,24*,24.0,28.0,85.71,1.0,0.0,Sri Lanka,Perth,Ravindra Jadeja
8294,12,12.0,8.0,150.0,0.0,0.0,Australia,Adelaide,Ravindra Jadeja
8295,3,3.0,10.0,30.0,0.0,0.0,Sri Lanka,Adelaide,Ravindra Jadeja
8296,18,18.0,35.0,51.42,1.0,0.0,Australia,Brisbane,Ravindra Jadeja
8297,17,17.0,21.0,80.95,1.0,0.0,Sri Lanka,Brisbane,Ravindra Jadeja
8298,8,8.0,17.0,47.05,1.0,0.0,Australia,Sydney,Ravindra Jadeja
8299,-1,0.0,0.0,0.0,0.0,0.0,Sri Lanka,Hobart,Ravindra Jadeja
8300,-1,0.0,0.0,0.0,0.0,0.0,Sri Lanka,Dhaka,Ravindra Jadeja
8301,4*,4.0,2.0,200.0,0.0,0.0,Bangladesh,Dhaka,Ravindra Jadeja
8302,13,13.0,23.0,56.52,0.0,0.0,Pakistan,Kolkata,Ravindra Jadeja
8303,27,27.0,39.0,69.23,0.0,2.0,Pakistan,Delhi,Ravindra Jadeja
8304,7,7.0,9.0,77.77,0.0,0.0,England,Rajkot,Ravindra Jadeja
8305,61*,61.0,37.0,164.86,8.0,2.0,England,Kochi,Ravindra Jadeja
8306,-1,0.0,0.0,0.0,0.0,0.0,England,Ranchi,Ravindra Jadeja
8307,21*,21.0,27.0,77.77,2.0,0.0,England,Mohali,Ravindra Jadeja
8308,39,39.0,65.0,60.0,1.0,2.0,England,Dharamsala,Ravindra Jadeja
8309,47*,47.0,29.0,162.06,7.0,1.0,South Africa,Cardiff,Ravindra Jadeja
8310,-1,0.0,0.0,0.0,0.0,0.0,West Indies,The Oval,Ravindra Jadeja
8311,-1,0.0,0.0,0.0,0.0,0.0,Pakistan,Birmingham,Ravindra Jadeja
8312,-1,0.0,0.0,0.0,0.0,0.0,Sri Lanka,Cardiff,Ravindra Jadeja
8313,33*,33.0,25.0,132.0,2.0,2.0,England,Birmingham,Ravindra Jadeja
8314,15,15.0,20.0,75.0,2.0,0.0,West Indies,Kingston,Ravindra Jadeja
8315,49*,49.0,62.0,79.03,4.0,1.0,Sri Lanka,Kingston,Ravindra Jadeja
8316,2,2.0,5.0,40.0,0.0,0.0,West Indies,Port of Spain,Ravindra Jadeja
8317,-1,0.0,0.0,0.0,0.0,0.0,Sri Lanka,Port of Spain,Ravindra Jadeja
8318,5.0,5.0,14.0,35.71,0.0,0.0,Sri Lanka,Port of Spain,Ravindra Jadeja
8324,11,11.0,18.0,61.11,1.0,0.0,Australia,Pune,Ravindra Jadeja
8325,-1,0.0,0.0,0.0,0.0,0.0,Australia,Jaipur,Ravindra Jadeja
8326,2,2.0,4.0,50.0,0.0,0.0,Australia,Mohali,Ravindra Jadeja
8327,-1,0.0,0.0,0.0,0.0,0.0,Australia,Ranchi,Ravindra Jadeja
8328,-1,0.0,0.0,0.0,0.0,0.0,Australia,Nagpur,Ravindra Jadeja
8329,0*,0.0,0.0,0.0,0.0,0.0,Australia,Bengaluru,Ravindra Jadeja
8330,-1,0.0,0.0,0.0,0.0,0.0,West Indies,Kochi,Ravindra Jadeja
8331,10.0,10.0,20.0,50.0,0.0,0.0,West Indies,Visakhapatnam,Ravindra Jadeja
8332,2*,2.0,11.0,18.18,0.0,0.0,West Indies,Kanpur,Ravindra Jadeja
8333,29,29.0,30.0,96.66,6.0,0.0,South Africa,Johannesburg,Ravindra Jadeja
8334,26,26.0,34.0,76.47,1.0,1.0,South Africa,Durban,Ravindra Jadeja
8335,-1,0.0,0.0,0.0,0.0,0.0,South Africa,Centurion,Ravindra Jadeja
8336,0.0,0.0,3.0,0.0,0.0,0.0,New Zealand,Napier,Ravindra Jadeja
8337,12,12.0,8.0,150.0,0.0,1.0,New Zealand,Hamilton,Ravindra Jadeja
8338,66*,66.0,45.0,146.66,5.0,4.0,New Zealand,Auckland,Ravindra Jadeja
8339,62*,62.0,54.0,114.81,8.0,2.0,New Zealand,Hamilton,Ravindra Jadeja
8340,5.0,5.0,6.0,83.33,1.0,0.0,New Zealand,Wellington,Ravindra Jadeja
8341,-1,0.0,0.0,0.0,0.0,0.0,Bangladesh,Fatullah,Ravindra Jadeja
8342,22*,22.0,27.0,81.48,0.0,1.0,Sri Lanka,Fatullah,Ravindra Jadeja
8343,52*,52.0,49.0,106.12,4.0,2.0,Pakistan,Dhaka,Ravindra Jadeja
8344,-1,0.0,0.0,0.0,0.0,0.0,Afghanistan,Dhaka,Ravindra Jadeja
8345,9*,9.0,11.0,81.81,0.0,0.0,England,Cardiff,Ravindra Jadeja
8346,12*,12.0,9.0,133.33,1.0,0.0,England,Nottingham,Ravindra Jadeja
8347,-1,0.0,0.0,0.0,0.0,0.0,England,Birmingham,Ravindra Jadeja
8348,87,87.0,68.0,127.94,9.0,2.0,England,Leeds,Ravindra Jadeja
8349,33*,33.0,36.0,91.66,2.0,1.0,West Indies,Kochi,Ravindra Jadeja
8350,6,6.0,16.0,37.5,0.0,0.0,West Indies,Delhi,Ravindra Jadeja
8351,2,2.0,2.0,100.0,0.0,0.0,West Indies,Dharamsala,Ravindra Jadeja
8352,1*,1.0,1.0,100.0,0.0,0.0,Sri Lanka,Ahmedabad,Ravindra Jadeja
8353,-1,0.0,0.0,0.0,0.0,0.0,Australia,Sydney,Ravindra Jadeja
8354,5.0,5.0,9.0,55.55,0.0,0.0,England,Perth,Ravindra Jadeja
8355,3,3.0,5.0,60.0,0.0,0.0,Pakistan,Adelaide,Ravindra Jadeja
8356,2,2.0,4.0,50.0,0.0,0.0,South Africa,Melbourne,Ravindra Jadeja
8358,13,13.0,23.0,56.52,2.0,0.0,West Indies,Perth,Ravindra Jadeja
8361,23*,23.0,10.0,230.0,4.0,0.0,Bangladesh,Melbourne,Ravindra Jadeja
8362,16,16.0,17.0,94.11,2.0,0.0,Australia,Sydney,Ravindra Jadeja
8363,32.0,32.0,42.0,76.19,2.0,0.0,Bangladesh,Dhaka,Ravindra Jadeja
8364,19,19.0,26.0,73.07,1.0,0.0,Bangladesh,Dhaka,Ravindra Jadeja
8365,10*,10.0,5.0,200.0,1.0,0.0,Australia,Perth,Ravindra Jadeja
8366,5.0,5.0,5.0,100.0,0.0,0.0,Australia,Brisbane,Ravindra Jadeja
8367,6*,6.0,5.0,120.0,0.0,0.0,Australia,Melbourne,Ravindra Jadeja
8368,24*,24.0,27.0,88.88,1.0,0.0,Australia,Canberra,Ravindra Jadeja
8369,-1,0.0,0.0,0.0,0.0,0.0,Australia,Sydney,Ravindra Jadeja
8370,13,13.0,15.0,86.66,2.0,0.0,England,Pune,Ravindra Jadeja
8371,16*,16.0,8.0,200.0,1.0,1.0,England,Cuttack,Ravindra Jadeja
8372,10.0,10.0,6.0,166.66,2.0,0.0,England,Kolkata,Ravindra Jadeja
8373,-1,0.0,0.0,0.0,0.0,0.0,Pakistan,Birmingham,Ravindra Jadeja
8374,0*,0.0,0.0,0.0,0.0,0.0,Sri Lanka,The Oval,Ravindra Jadeja
8375,-1,0.0,0.0,0.0,0.0,0.0,South Africa,The Oval,Ravindra Jadeja
8376,-1,0.0,0.0,0.0,0.0,0.0,Bangladesh,Birmingham,Ravindra Jadeja
8377,15,15.0,26.0,57.69,0.0,0.0,Pakistan,The Oval,Ravindra Jadeja
8378,11,11.0,11.0,100.0,1.0,0.0,West Indies,North Sound,Ravindra Jadeja
8379,-1,0.0,0.0,0.0,0.0,0.0,West Indies,Kingston,Ravindra Jadeja
8380,-1,0.0,0.0,0.0,0.0,0.0,Bangladesh,Dubai (DSC),Ravindra Jadeja
8381,-1,0.0,0.0,0.0,0.0,0.0,Pakistan,Dubai (DSC),Ravindra Jadeja
8382,25.0,25.0,34.0,73.52,1.0,0.0,Afghanistan,Dubai (DSC),Ravindra Jadeja
8383,23,23.0,33.0,69.69,1.0,0.0,Bangladesh,Dubai (DSC),Ravindra Jadeja
8384,-1,0.0,0.0,0.0,0.0,0.0,West Indies,Guwahati,Ravindra Jadeja
8385,13,13.0,14.0,92.85,0.0,0.0,West Indies,Visakhapatnam,Ravindra Jadeja
8386,7*,7.0,4.0,175.0,1.0,0.0,West Indies,Mumbai (BS),Ravindra Jadeja
8387,-1,0.0,0.0,0.0,0.0,0.0,West Indies,Thiruvananthapuram,Ravindra Jadeja
8388,8,8.0,13.0,61.53,0.0,0.0,Australia,Sydney,Ravindra Jadeja
8389,-1,0.0,0.0,0.0,0.0,0.0,Australia,Adelaide,Ravindra Jadeja
8390,-1,0.0,0.0,0.0,0.0,0.0,Australia,Melbourne,Ravindra Jadeja
8391,-1,0.0,0.0,0.0,0.0,0.0,Australia,Hyderabad (Deccan),Ravindra Jadeja
8392,21,21.0,40.0,52.5,0.0,0.0,Australia,Nagpur,Ravindra Jadeja
8393,24.0,24.0,31.0,77.41,0.0,1.0,Australia,Ranchi,Ravindra Jadeja
8394,0.0,0.0,3.0,0.0,0.0,0.0,Australia,Delhi,Ravindra Jadeja
8396,8,8.0,9.0,88.88,0.0,0.0,South Africa,Belfast,Rohit Sharma 
8397,1,1.0,4.0,25.0,0.0,0.0,Australia,Hyderabad (Deccan),Rohit Sharma 
8398,52.0,52.0,61.0,85.24,3.0,1.0,Pakistan,Jaipur,Rohit Sharma 
8399,29,29.0,43.0,67.44,5.0,0.0,Australia,Brisbane,Rohit Sharma 
8400,0.0,0.0,2.0,0.0,0.0,0.0,Sri Lanka,Brisbane,Rohit Sharma 
8401,39*,39.0,61.0,63.93,2.0,0.0,Australia,Melbourne,Rohit Sharma 
8402,70*,70.0,64.0,109.37,6.0,1.0,Sri Lanka,Canberra,Rohit Sharma 
8403,1,1.0,3.0,33.33,0.0,0.0,Australia,Adelaide,Rohit Sharma 
8404,24.0,24.0,36.0,66.66,1.0,0.0,Sri Lanka,Adelaide,Rohit Sharma 
8405,1,1.0,3.0,33.33,0.0,0.0,Australia,Sydney,Rohit Sharma 
8406,3*,3.0,7.0,42.85,0.0,0.0,Sri Lanka,Hobart,Rohit Sharma 
8407,66.0,66.0,87.0,75.86,6.0,0.0,Australia,Sydney,Rohit Sharma 
8408,2,2.0,5.0,40.0,0.0,0.0,Australia,Brisbane,Rohit Sharma 
8409,9,9.0,27.0,33.33,0.0,0.0,Pakistan,Dhaka,Rohit Sharma 
8410,26,26.0,43.0,60.46,1.0,1.0,Bangladesh,Dhaka,Rohit Sharma 
8411,24.0,24.0,27.0,88.88,5.0,0.0,Pakistan,Dhaka,Rohit Sharma 
8413,0*,0.0,1.0,0.0,0.0,0.0,Pakistan,Karachi,Rohit Sharma 
8414,22,22.0,23.0,95.65,2.0,0.0,Bangladesh,Karachi,Rohit Sharma 
8415,58,58.0,71.0,81.69,4.0,0.0,Pakistan,Karachi,Rohit Sharma 
8416,22*,22.0,28.0,78.57,2.0,0.0,Sri Lanka,Karachi,Rohit Sharma 
8417,3,3.0,8.0,37.5,0.0,0.0,Sri Lanka,Karachi,Rohit Sharma 
8418,19,19.0,31.0,61.29,1.0,1.0,Sri Lanka,Dambulla,Rohit Sharma 
8419,0.0,0.0,2.0,0.0,0.0,0.0,Sri Lanka,Dambulla,Rohit Sharma 
8420,32.0,32.0,32.0,100.0,3.0,0.0,Sri Lanka,Colombo (RPS),Rohit Sharma 
8421,18,18.0,23.0,78.26,0.0,0.0,Sri Lanka,Colombo (RPS),Rohit Sharma 
8422,3,3.0,5.0,60.0,0.0,0.0,Sri Lanka,Colombo (RPS),Rohit Sharma 
8423,11*,11.0,8.0,137.5,1.0,0.0,England,Rajkot,Rohit Sharma 
8424,3,3.0,13.0,23.07,0.0,0.0,England,Indore,Rohit Sharma 
8425,28.0,28.0,41.0,68.29,3.0,0.0,England,Kanpur,Rohit Sharma 
8426,8*,8.0,10.0,80.0,1.0,0.0,England,Cuttack,Rohit Sharma 
8427,25*,25.0,30.0,83.33,3.0,0.0,Sri Lanka,Dambulla,Rohit Sharma 
8428,4*,4.0,6.0,66.66,0.0,0.0,Sri Lanka,Colombo (RPS),Rohit Sharma 
8429,15,15.0,22.0,68.18,1.0,0.0,Sri Lanka,Colombo (RPS),Rohit Sharma 
8430,-1,0.0,0.0,0.0,0.0,0.0,New Zealand,Hamilton,Rohit Sharma 
8431,43*,43.0,74.0,58.1,1.0,1.0,New Zealand,Auckland,Rohit Sharma 
8432,4,4.0,12.0,33.33,0.0,0.0,West Indies,Kingston,Rohit Sharma 
8433,0.0,0.0,2.0,0.0,0.0,0.0,West Indies,Kingston,Rohit Sharma 
8434,11,11.0,9.0,122.22,0.0,0.0,West Indies,Gros Islet,Rohit Sharma 
8435,-1,0.0,0.0,0.0,0.0,0.0,West Indies,Gros Islet,Rohit Sharma 
8436,48.0,48.0,61.0,78.68,3.0,0.0,South Africa,Ahmedabad,Rohit Sharma 
8438,101*,101.0,100.0,101.0,6.0,2.0,Sri Lanka,Bulawayo,Rohit Sharma 
8440,32.0,32.0,40.0,80.0,1.0,0.0,Sri Lanka,Harare,Rohit Sharma 
8441,0.0,0.0,1.0,0.0,0.0,0.0,Bangladesh,Dambulla,Rohit Sharma 
8442,22,22.0,24.0,91.66,2.0,0.0,Pakistan,Dambulla,Rohit Sharma 
8443,69,69.0,73.0,94.52,7.0,0.0,Sri Lanka,Dambulla,Rohit Sharma 
8444,41,41.0,52.0,78.84,3.0,0.0,Sri Lanka,Dambulla,Rohit Sharma 
8445,4,4.0,11.0,36.36,0.0,0.0,New Zealand,Dambulla,Rohit Sharma 
8446,0.0,0.0,2.0,0.0,0.0,0.0,Sri Lanka,Dambulla,Rohit Sharma 
8447,11,11.0,21.0,52.38,2.0,0.0,Sri Lanka,Dambulla,Rohit Sharma 
8448,5.0,5.0,9.0,55.55,0.0,0.0,Sri Lanka,Dambulla,Rohit Sharma 
8449,44.0,44.0,48.0,91.66,4.0,1.0,New Zealand,Bengaluru,Rohit Sharma 
8450,-1,0.0,0.0,0.0,0.0,0.0,New Zealand,Chennai,Rohit Sharma 
8451,11,11.0,27.0,40.74,1.0,0.0,South Africa,Durban,Rohit Sharma 
8452,9,9.0,14.0,64.28,1.0,0.0,South Africa,Johannesburg,Rohit Sharma 
8453,23,23.0,45.0,51.11,2.0,0.0,South Africa,Cape Town,Rohit Sharma 
8454,1,1.0,6.0,16.66,0.0,0.0,South Africa,Port Elizabeth,Rohit Sharma 
8455,5.0,5.0,8.0,62.5,1.0,0.0,South Africa,Centurion,Rohit Sharma 
8456,68*,68.0,75.0,90.66,3.0,1.0,West Indies,Port of Spain,Rohit Sharma 
8457,7*,7.0,14.0,50.0,1.0,0.0,West Indies,Port of Spain,Rohit Sharma 
